menu,price,genre,name,adress,tel,lat,lng,url
アサヒ スーパードライ,730,和食,epais　北新地店,大阪府大阪市北区曽根崎新地１-9-3ニュー華ビル3Ｆ,06-6347-6599,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001125145/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　茶屋町店,大阪府大阪市北区茶屋町1-5 茶屋町茶ビン堂ビル,06-6359-5553,34.7052348,135.5005759,https://www.hotpepper.jp/strJ000017091/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　お初天神店,大阪府大阪市北区曽根崎２-8-15,06-6360-7776,34.7000017,135.5008199,https://www.hotpepper.jp/strJ001193929/
アサヒ スーパードライ,880,ダイニングバー・バル,堂島ゴルフクラブ Restraurant Bar St.,大阪府大阪市北区堂島１-2-2 日昭ビル　Ｂ１,06-6345-1366,34.6961192,135.4996001,https://www.hotpepper.jp/strJ001176481/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　曽根崎お初天神通り店,大阪府大阪市北区曽根崎２-13-17 曽根崎渡辺ビル2F,06-6312-3451,34.7012873,135.5002629,https://www.hotpepper.jp/strJ000016962/
アサヒ スーパードライ,650,創作料理,北新地　うえはら,大阪府大阪市北区堂島１-3-20　天風ビル1F,050-5280-7917,34.6969782,135.4972803,https://www.hotpepper.jp/strJ000659627/
アサヒ スーパードライ,750,居酒屋・和食,炭と地酒とたしなみワイン　Ｋａｉ本店　醸す,大阪府大阪市北区堂島浜１‐１‐１５ 堂浜第２ビルＢ１,050-5258-5769,34.6957247,135.4999131,https://www.hotpepper.jp/strJ000012789/
アサヒ スーパードライ,550,中華・居酒屋,浪花ひとくち餃子 チャオチャオ 大阪駅前第3ビル店,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B2F,050-5499-3347,34.6988257,135.4992804,https://www.hotpepper.jp/strJ003388273/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　梅田東通り店,大阪府大阪市北区小松原町4-5　純情モンテカルロビル,06-6131-3811,34.7031442,135.5012911,https://www.hotpepper.jp/strJ001109253/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　阪急東通り店,大阪府大阪市北区堂山町5-6 起世ビル,06-6366-8848,34.7028248,135.5020764,https://www.hotpepper.jp/strJ000016951/
アサヒ スーパードライ,570,カラオケ・パーティ,カラオケ　ビッグエコー　梅田中央店,大阪府大阪市北区小松原町１－１０,06-6313-1050,34.7021853,135.5007048,https://www.hotpepper.jp/strJ000016968/
アサヒ スーパードライ,638,イタリアン・フレンチ・カフェ・スイーツ,Lipari Osaka （リパリオーサカ）,大阪府大阪市北区堂山町7-22 ステージ中通りビル5階,050-5861-7357,34.7035252,135.5024523,https://www.hotpepper.jp/strJ003298107/
アサヒ スーパードライ,490,焼肉・ホルモン,阿蘇熔岩石焼　といとい　穴座,大阪府大阪市北区曽根崎１-7-10,050-5861-6764,34.6994254,135.5025557,https://www.hotpepper.jp/strJ001028487/
アサヒ スーパードライ,638,イタリアン・フレンチ・カフェ・スイーツ,TOLAH UMEDA(トーラ),大阪府大阪市北区堂山町-7-22ステージ中通りビル4階,050-5816-7531,34.7035252,135.5024523,https://www.hotpepper.jp/strJ001278062/
アサヒ スーパードライ,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
アサヒ スーパードライ (中グラス),528,洋食,包みハンバーグ　SEN　HEPナビオ,大阪府大阪市北区角田町7-10　HEPナビオ7F　ナビオダイニング,050-5347-1565,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000706528/
アサヒ スーパードライ (中瓶),700,韓国料理,焼肉　韓流食彩　瑞英　北新地店,大阪府大阪市北区堂島浜１丁目３－２２　堂島タウンビル１Ｆ,050-5366-2810,34.6957355,135.4975197,https://www.hotpepper.jp/strJ001222932/
アサヒ スーパードライ (中瓶),605,居酒屋・和食,牛肉寿司 海鮮 串天ぷら酒場 レレレ 梅田店,大阪府大阪市北区曽根崎２-10-15曽根崎センタービル2F,050-5259-8923,34.7007263,135.5007048,https://www.hotpepper.jp/strJ001249151/
アサヒ スーパードライ Regular,500,ダイニングバー・バル,DRUNK　BEARS　Nu茶屋町店,大阪府大阪市北区茶屋町10-12　NU茶屋町Ｂ1Ｆ,06-6372-7275,34.7069626,135.4990769,https://www.hotpepper.jp/strJ000063146/
アサヒ スーパードライ エクストラコールド,900,洋食,ホテルグランヴィア大阪　スカイダイニング　アブ,大阪府大阪市北区梅田３－１－１　ホテルグランヴィア大阪19F,06-6347-1439,34.701726,135.4963754,https://www.hotpepper.jp/strJ000012969/
アサヒ スーパードライ グラス,495,和食,阪急うめだ本店　江戸前回転鮨　紀州弥一,大阪府大阪市北区角田町8-7 阪急うめだ本店12F,050-5887-3010,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001050830/
アサヒ スーパードライ グラスビール,330,焼肉・ホルモン・各国料理,焼肉じゅうじゅうカルビ　東梅田店,大阪府大阪市北区堂山町1-5 三共梅田ビル2F,050-5499-0990,34.7026461,135.5043503,https://www.hotpepper.jp/strJ003366582/
アサヒ スーパードライ ジョッキ,720,イタリアン・フレンチ・ダイニングバー・バル,ダイニングカフェ＆バー　BUZZ（バズ）　梅田,大阪府大阪市北区小松原町2-4 大阪富国生命ビル　1F,050-5828-8561,34.70217,135.5000915,https://www.hotpepper.jp/strJ000961930/
アサヒ スーパードライ マグナム,1150,洋食,ホテルグランヴィア大阪　スカイダイニング　アブ,大阪府大阪市北区梅田３－１－１　ホテルグランヴィア大阪19F,06-6347-1439,34.701726,135.4963754,https://www.hotpepper.jp/strJ000012969/
アサヒ スーパードライ メガジョッキ,1265,イタリアン・フレンチ・ダイニングバー・バル,ダイニングカフェ＆バー　BUZZ（バズ）　梅田,大阪府大阪市北区小松原町2-4 大阪富国生命ビル　1F,050-5828-8561,34.70217,135.5000915,https://www.hotpepper.jp/strJ000961930/
アサヒ スーパードライ 中,548,焼肉・ホルモン,大衆焼肉　朝まで焼肉でっせ,大阪府大阪市北区堂山町５－８,050-5816-7759,34.7028858,135.502058,https://www.hotpepper.jp/strJ000662354/
アサヒ スーパードライ 中ジョッキ,715,和食,阪急うめだ本店　江戸前回転鮨　紀州弥一,大阪府大阪市北区角田町8-7 阪急うめだ本店12F,050-5887-3010,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001050830/
アサヒ スーパードライ 中瓶,600,和食,魚彩山昧 いっつ亭,大阪府大阪市北区西天満２-3-2,06-6363-2299,34.695804,135.5031259,https://www.hotpepper.jp/strJ000507719/
アサヒ スーパードライ 中瓶,700,焼肉・ホルモン,個室・焼肉懐石　北新地 すがはら,大阪府大阪市北区堂島１‐４‐２　ビールディング北新地２Ｆ,06-6341-2915,34.696101,135.4982009,https://www.hotpepper.jp/strJ000109854/
アサヒ スーパードライ 大瓶,990,居酒屋・和食,炭と地酒とたしなみワイン　Ｋａｉ本店　醸す,大阪府大阪市北区堂島浜１‐１‐１５ 堂浜第２ビルＢ１,050-5258-5769,34.6957247,135.4999131,https://www.hotpepper.jp/strJ000012789/
アサヒ スーパードライ 小瓶,700,ダイニングバー・バル,madam GORILLA,大阪府大阪市北区曽根崎新地１丁目10-16 永楽ビル9F,06-6341-3355,34.69764,135.4958679,https://www.hotpepper.jp/strJ001193449/
アサヒ スーパードライ 瓶ビール 中,500,和食,味楽,大阪府大阪市北区角田町９‐２５　新梅田食道街内,06-6313-4461,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000661084/
アサヒ スーパードライ 生ビール 中,500,和食,味楽,大阪府大阪市北区角田町９‐２５　新梅田食道街内,06-6313-4461,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000661084/
アサヒ スーパードライ 生ビール 小,380,和食,味楽,大阪府大阪市北区角田町９‐２５　新梅田食道街内,06-6313-4461,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000661084/
アサヒ スーパードライ 生ビール(中),550,焼肉・ホルモン・各国料理,焼肉じゅうじゅうカルビ　東梅田店,大阪府大阪市北区堂山町1-5 三共梅田ビル2F,050-5499-0990,34.7026461,135.5043503,https://www.hotpepper.jp/strJ003366582/
アサヒ スーパードライ(中),665,和食,共友丸　北新地店,大阪府大阪市北区曽根崎新地１-3-19 北新地ビルディング1階,050-5841-4170,34.6977533,135.4957892,https://www.hotpepper.jp/strJ001292268/
アサヒ スーパードライ(中),550,和食・居酒屋,しゃぶしゃぶ温野菜　梅田ＨＥＰ通り店,大阪府大阪市北区角田町6-3　北大阪振興角田町ビル2F,050-5827-7855,34.703605,135.5006895,https://www.hotpepper.jp/strJ001161669/
アサヒ スーパードライ(中瓶),528,居酒屋・和食,寿司×海鮮×天ぷら×食べ放題　のぶちゃん　梅田東通り店,大阪府大阪市北区堂山町７-２４,050-5834-0398,34.7032841,135.5025345,https://www.hotpepper.jp/strJ000789037/
アサヒ スーパードライ(中瓶),605,居酒屋,《個室》小皿料理と日本酒　大衆酒場　ニュー曙　梅田東通り店,大阪府大阪市北区堂山町6-2,050-5845-7158,34.7029798,135.5033008,https://www.hotpepper.jp/strJ001294844/
アサヒ スーパードライ(大瓶),583,居酒屋,立呑み 丘（ひるず）,大阪府大阪市北区曽根崎新地２－４－２０,06-7177-1625,34.6976953,135.4944361,https://www.hotpepper.jp/strJ001222881/
アサヒ スーパードライ(小),700,イタリアン・フレンチ,人家　（じんや）,大阪府大阪市北区曽根崎新地１‐３‐３　好陽ビルＢ１Ｆ,050-5831-1981,34.6973226,135.4969674,https://www.hotpepper.jp/strJ000017160/
アサヒ スーパードライ(小),418,和食,共友丸　北新地店,大阪府大阪市北区曽根崎新地１-3-19 北新地ビルディング1階,050-5841-4170,34.6977533,135.4957892,https://www.hotpepper.jp/strJ001292268/
アサヒ スーパードライ(小瓶),480,中華,中國菜　心香,大阪府大阪市北区西天満５-6-26,06-6232-8118,34.6989007,135.5082172,https://www.hotpepper.jp/strJ001143636/
アサヒ スーパードライ(瓶),943,和食,共友丸　北新地店,大阪府大阪市北区曽根崎新地１-3-19 北新地ビルディング1階,050-5841-4170,34.6977533,135.4957892,https://www.hotpepper.jp/strJ001292268/
アサヒ スーパードライ/シャンディガフ/フルーツビア3種,770,ダイニングバー・バル・和食,日本料理＆SKY BAR　ちょうつがひ,大阪府大阪市北区角田町8-47 阪急グランドビル32番街28F,06-6131-2242,34.7029862,135.4990478,https://www.hotpepper.jp/strJ001000918/
アサヒ スーパードライ<中瓶>,550,居酒屋,肉汁　堂山店,大阪府大阪市北区小松原町５－１４　小松原ビル1F,050-5220-0717,34.7035818,135.5014172,https://www.hotpepper.jp/strJ000012942/
アサヒ ドライプレミアム,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
アサヒ ドライプレミアム[中ジョッキ],594,ダイニングバー・バル,トリベーネ　梅田店,大阪府大阪市北区芝田１-12-7 1F,06-6374-1133,34.7077244,135.4970779,https://www.hotpepper.jp/strJ003340112/
アサヒ ドライ生,605,焼肉・ホルモン,肉家　串八　梅田店,大阪府大阪市北区曽根崎２丁目13-5,06-6366-0029,34.7009711,135.5001984,https://www.hotpepper.jp/strJ001216063/
アサヒ プレミアム熟撰生ビール,600,和食,魚彩山昧 いっつ亭,大阪府大阪市北区西天満２-3-2,06-6363-2299,34.695804,135.5031259,https://www.hotpepper.jp/strJ000507719/
アサヒ マルエフ樽生 レギュラー,690,居酒屋,ドルフィンズ　梅田店,大阪府大阪市北区芝田１-5-2　大和ビル1F,06-6373-9041,34.7062444,135.4974092,https://www.hotpepper.jp/strJ000661021/
アサヒ マルエフ生/黒生,462,居酒屋,《個室》小皿料理と日本酒　大衆酒場　ニュー曙　梅田東通り店,大阪府大阪市北区堂山町6-2,050-5845-7158,34.7029798,135.5033008,https://www.hotpepper.jp/strJ001294844/
アサヒ マルエフ生ハーフ&ハーフ,480,ダイニングバー・バル・創作料理,大衆酒場　スタンド　ぱと　梅田店,大阪府大阪市北区兎我野町11-10 スイスビル１Ｆ,050-5852-3451,34.7012633,135.5030431,https://www.hotpepper.jp/strJ001018865/
アサヒ マルエフ生ビール,450,ダイニングバー・バル・創作料理,大衆酒場　スタンド　ぱと　梅田店,大阪府大阪市北区兎我野町11-10 スイスビル１Ｆ,050-5852-3451,34.7012633,135.5030431,https://www.hotpepper.jp/strJ001018865/
アサヒ マルエフ黒生ビール,480,ダイニングバー・バル・創作料理,大衆酒場　スタンド　ぱと　梅田店,大阪府大阪市北区兎我野町11-10 スイスビル１Ｆ,050-5852-3451,34.7012633,135.5030431,https://www.hotpepper.jp/strJ001018865/
アサヒ 中生ビール,418,居酒屋,立呑み 丘（ひるず）,大阪府大阪市北区曽根崎新地２－４－２０,06-7177-1625,34.6976953,135.4944361,https://www.hotpepper.jp/strJ001222881/
アサヒ 小生ビール,308,居酒屋,立呑み 丘（ひるず）,大阪府大阪市北区曽根崎新地２－４－２０,06-7177-1625,34.6976953,135.4944361,https://www.hotpepper.jp/strJ001222881/
アサヒ 熟撰 305ml瓶,990,居酒屋・和食,炭と地酒とたしなみワイン　Ｋａｉ本店　醸す,大阪府大阪市北区堂島浜１‐１‐１５ 堂浜第２ビルＢ１,050-5258-5769,34.6957247,135.4999131,https://www.hotpepper.jp/strJ000012789/
アサヒ 熟撰 中瓶,900,ダイニングバー・バル,美食米門 梅田,大阪府大阪市北区梅田２-2-22 ハービスPLAZAENT5F,050-5816-5955,34.6997829,135.4945698,https://www.hotpepper.jp/strJ000014602/
アサヒ 生ビール「スーパードライ」,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
アサヒ 生ビール中,400,バー・カクテル,北京,大阪府大阪市北区角田町９－２５　新梅田食道街内,06-6311-2369,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000866812/
アサヒ 黒ビン生ビール,400,バー・カクテル,北京,大阪府大阪市北区角田町９－２５　新梅田食道街内,06-6311-2369,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000866812/
アサヒ(中瓶),605,居酒屋,《24時間営業》大衆居酒屋　酒ト肴さしすせそ　梅田東通り店,大阪府大阪市北区堂山町5-4,050-5815-5303,34.702836,135.5022329,https://www.hotpepper.jp/strJ001270281/
